"mrt_flow.中山","mrt_flow.北投","mrt_flow.北門","mrt_flow.古亭","mrt_flow.士林","mrt_flow.大橋頭","mrt_flow.松山"
10,13,1,4,3,2,1
6,2,0,0,8,2,0
505,1009,352,707,910,496,632
2104,3376,1669,3329,3839,2033,2974
6034,4025,3517,7158,4827,3022,6925
3672,2293,1704,4470,3249,1479,3570
3133,1538,1060,2696,2317,1026,1578
3660,1531,902,2357,2269,851,1343
3915,1551,1083,2784,2569,1003,1566
4144,1428,1142,2909,2576,991,1589
4353,1365,1056,2535,2338,847,1380
4281,1445,1179,2710,2727,968,1575
4971,2192,1367,3518,3574,1385,2006
6912,3028,2386,5300,5235,2086,3683
10128,3807,3258,7535,5546,2828,6660
7014,2564,1909,4623,3638,1758,5077
5077,1650,1004,3033,2358,1120,2942
4918,1386,880,2736,2099,983,2336
3311,1078,624,1868,1498,714,1768
1046,383,241,643,526,325,725
376,162,106,234,189,95,190
18,15,6,9,2,0,0
0,2,0,2,2,0,0
492,897,318,751,878,533,649
2053,3363,1669,3336,3754,2090,2994
6043,3935,3452,6863,4306,2911,7012
3523,2378,1576,4350,3233,1448,3561
3125,1605,980,2633,2179,965,1539
3568,1567,920,2437,2209,942,1393
4133,1551,1068,2946,2547,981,1588
4319,1483,1254,2955,2450,912,1556
4452,1404,1089,2594,2416,914,1406
4578,1473,1198,2650,2430,988,1588
5232,2173,1439,3337,3402,1294,2042
7139,3035,2326,5389,4870,2087,3758
10497,3848,3192,7611,5594,2702,6850
7232,2490,1935,4793,3693,1672,4966
5121,1610,1077,2951,2308,1100,2827
5022,1485,894,2939,2157,1058,2464
3646,1062,652,2182,1570,685,1809
1158,414,282,673,490,304,780
425,141,114,298,195,117,221
14,11,5,8,4,1,2
4,0,0,0,8,0,0
477,946,355,718,921,480,632
2083,3266,1732,3320,3549,1988,2860
6064,4021,3414,7128,4326,2968,6924
3614,2378,1503,4180,3189,1412,3565
3227,1821,1129,2627,2236,996,1461
3735,1495,937,2396,2301,869,1307
4103,1495,1139,2894,2585,1014,1573
4521,1577,1188,2833,2574,999,1517
4395,1378,1153,2607,2502,846,1321
4504,1494,1107,2759,2464,912,1559
5286,2139,1454,3536,3452,1358,1970
7394,2906,2282,5558,5113,2098,3657
10963,3796,3181,7577,5696,2755,6676
7483,2624,1954,4632,3634,1621,4891
5230,1598,1090,2900,2425,1103,2754
5115,1479,915,3007,2213,983,2554
3892,1086,630,2202,1620,745,1740
1270,461,277,735,615,327,685
835,265,186,462,330,213,428
29,20,7,13,2,5,1
0,0,0,0,11,0,0
550,904,340,680,855,476,581
2104,3209,1727,3224,3664,2017,2835
5876,3925,3374,6917,4288,2952,6762
3628,2273,1442,4191,3004,1368,3662
3271,1647,1082,2816,2313,1061,1673
4076,1713,1105,2680,2533,1019,1423
4616,1745,1214,2988,2829,1055,1667
4952,1575,1337,3234,2651,1040,1667
5048,1403,1160,2909,2810,881,1544
5275,1505,1293,2916,2583,1050,1652
6425,2353,1767,3988,3887,1481,2082
8934,3131,2464,5820,5702,2285,4090
13023,3777,3521,7847,6083,2875,7053
9219,2783,2142,5011,4137,1858,5353
6301,1750,1158,3088,2672,1329,3310
6296,1680,1002,3172,2591,1313,2796
5516,1429,878,2565,2085,956,2328
2113,678,380,1062,838,559,1088
745,243,213,406,337,193,337
30,15,7,5,5,0,2
0,0,0,2,13,0,2
414,489,164,479,563,419,354
648,953,361,1092,1009,826,938
1376,1532,727,2375,2019,967,1238
2364,1794,906,2736,2645,1211,1535
3693,1729,1203,2713,2711,1194,1530
5827,2111,1484,3024,3298,1450,1891
6164,1913,1486,3831,3332,1552,1991
6949,1961,1740,3983,3593,1575,2025
7483,1801,1831,3298,3196,1291,1873
8159,1687,1949,3043,3130,1336,1942
8989,1955,1947,3527,3553,1540,2413
9802,2517,2007,4395,4056,1812,3389
8867,2068,1861,3748,3771,1661,3313
7286,1631,1283,2599,2579,1368,2801
6765,1431,1195,2406,2247,1157,2639
6135,1309,1048,2507,2182,1104,2402
4760,1119,881,1928,1645,900,2063
1917,611,376,881,817,445,1146
437,166,102,258,210,118,223
12,8,3,6,2,2,2
0,2,0,0,7,0,0
342,377,139,420,461,324,282
512,727,322,754,780,691,634
1074,1086,540,1635,1509,644,835
1885,1459,767,1891,2005,886,1060
3187,1514,973,1916,2187,870,1130
5192,1771,1294,2409,2543,1065,1505
5342,1698,1209,2725,2598,1119,1625
5908,1752,1539,3166,2711,1252,1668
6808,1716,1672,2680,2885,1151,1635
7172,1545,1558,2540,2628,1134,1755
7375,1623,1628,2733,2853,1207,2063
8642,2107,1656,3640,3467,1396,2564
7342,1704,1537,2965,3079,1407,2521
5894,1485,1161,2146,2114,1081,2257
4946,1190,855,1942,1795,888,1973
4642,1068,776,1838,1582,968,1806
3126,779,580,1253,1089,706,1585
1161,383,240,660,520,376,899
476,139,146,279,208,96,211
25,9,4,13,3,1,0
0,0,0,0,3,2,2
503,821,326,733,873,505,633
2006,2737,1658,3086,3389,2130,2852
5897,3644,3403,6793,4022,2865,6705
3738,1930,1349,4136,2565,1406,3441
2866,1374,1084,2523,2086,947,1514
3638,1474,969,2391,2078,889,1342
4018,1428,1051,2686,2267,929,1546
4080,1298,1235,2834,2215,916,1416
4280,1318,1129,2506,2223,835,1233
4557,1448,1135,2578,2091,917,1462
4924,2012,1334,3247,2942,1371,1875
6780,2602,2195,5032,4417,2010,3491
9869,3577,3339,7215,5386,2748,6506
7172,2656,1887,4599,3470,1687,5076
4644,1592,1137,2650,2335,1031,2778
4574,1354,809,2483,2023,936,2358
3333,1021,579,1853,1459,718,1687
1090,379,256,643,517,279,755
436,154,134,275,176,119,206
20,8,3,2,3,4,0
0,4,2,0,6,0,0
475,906,354,718,851,481,564
1993,3330,1656,3175,3425,2030,2901
5947,3850,3419,6913,4186,2970,6828
3672,2247,1543,4290,3071,1383,3544
3145,1663,1044,2612,2331,980,1552
3836,1683,1064,2441,2341,816,1280
4124,1473,1035,2698,2475,952,1518
4180,1527,1227,2876,2534,1013,1530
4430,1377,1082,2784,2527,878,1334
4612,1407,1151,2608,2576,1000,1474
5178,2129,1429,3580,3451,1366,1957
7246,2965,2302,5301,4709,2327,3519
10556,3706,3322,7363,5452,2768,6388
7531,2548,1940,4512,3578,1684,5103
5028,1603,1076,2859,2380,1015,2758
4929,1422,925,2724,2151,1003,2554
3641,1050,598,1954,1530,795,1725
1197,410,277,699,495,366,795
450,149,146,261,212,128,235
22,26,7,5,6,3,1
0,0,0,2,5,0,0
474,914,322,685,865,451,572
1978,3309,1667,3183,3421,2032,2845
5913,3817,3486,6908,4254,2905,6885
3566,2164,1464,4252,2897,1427,3496
3175,1678,1027,2461,2177,1022,1463
3991,1654,1024,2624,2298,1177,1367
4376,1551,1149,3047,2544,1088,1692
4547,1586,1271,3056,2668,1015,1603
4735,1591,1219,2734,2417,806,1433
4758,1429,1196,2687,2380,1044,1596
5564,2180,1514,3456,3338,1225,2040
7672,3082,2377,5430,4862,2060,3727
11201,3702,3331,7633,5616,2786,6917
7536,2531,1933,4823,3528,1658,5071
5296,1685,1182,3017,2298,1166,2754
5081,1487,918,2949,2138,1069,2363
3562,1183,682,2025,1588,742,1676
1130,393,273,719,489,285,711
468,149,137,282,196,123,202
14,17,1,6,1,1,0
0,1,0,0,7,0,2
472,855,363,750,849,439,614
2044,3066,1654,3196,3355,1929,2665
5912,3771,3541,6988,4193,2934,6934
3671,2070,1508,4264,2925,1444,3647
3128,1488,1028,2641,2229,1012,1554
3881,1540,1007,2571,2304,999,1419
4217,1533,1196,2847,2446,990,1604
4563,1418,1283,3007,2552,1008,1490
4642,1449,1219,2750,2306,924,1343
4712,1470,1132,2821,2494,1008,1529
5754,2144,1383,3472,3408,1361,2027
7380,2891,2312,5460,4764,2030,3805
10962,3760,3204,7721,5498,2799,6694
7627,2594,1934,4534,3621,1650,5072
5395,1661,1208,3029,2422,1097,2811
5319,1456,978,2941,2235,959,2435
3947,1136,677,2095,1696,795,1977
1235,377,291,758,615,362,828
679,194,137,367,247,181,215
31,9,5,7,6,3,1
2,0,0,0,8,0,0
555,847,357,704,871,436,627
1996,3099,1675,3125,3414,1928,2790
5944,3692,3400,7018,4166,2907,6770
3450,2169,1424,4132,2759,1501,3390
3374,1647,1070,2695,2213,986,1558
4167,1621,1126,2628,2375,985,1377
4696,1530,1279,3089,2534,1055,1605
5001,1498,1358,3355,2738,1042,1634
4840,1470,1111,2540,2433,915,1350
5334,1555,1263,2908,2406,1089,1588
6041,2064,1493,3945,3392,1444,2066
8432,2828,2306,5743,4938,2300,3892
12491,3581,3418,8080,5526,2911,6834
8502,2635,2028,4918,3689,1825,5027
5870,1610,1124,3055,2413,1287,2624
5894,1458,942,3186,2308,1210,2455
4823,1289,757,2346,1732,944,1770
1700,504,290,926,623,461,795
815,305,235,453,340,226,394
31,22,6,9,7,3,1
0,0,0,2,4,0,0
436,719,299,599,736,468,492
1619,2590,1344,2514,2592,1710,2082
4550,2992,2958,5290,3453,2468,4645
2939,1785,1232,3167,2345,1312,2387
3497,1688,1065,2509,2336,1074,1452
4941,1872,1185,2582,2507,1310,1553
5540,1690,1345,2972,2738,1546,1812
6275,1780,1588,2882,2872,1390,1681
6718,1613,1584,2721,2623,1227,1654
6716,1524,1534,2628,2597,1250,1760
8327,2340,1856,3393,3700,1607,2324
10501,2810,2760,5018,5022,2126,3837
12440,3338,2962,5965,4838,2575,5559
8153,2054,1790,3391,3051,1544,4212
6191,1436,1194,2266,2167,1099,2618
6109,1303,973,2380,2032,1046,2690
5293,1193,797,2022,1628,845,2253
2120,585,460,959,829,506,1409
411,119,102,208,218,129,238
16,5,2,6,2,1,0
0,2,0,0,6,0,0
370,381,207,444,414,307,303
534,815,351,929,936,761,609
1040,1183,526,1569,1467,688,970
1960,1563,766,2145,2277,889,1151
3186,1638,974,2095,2384,917,1192
4892,1832,1229,2549,2727,1177,1642
5188,1741,1188,2863,3128,1161,1645
5805,1736,1421,3059,3025,1291,1812
6450,1564,1666,2856,2786,1262,1756
7112,1614,1607,2539,2863,1261,1823
7656,1638,1642,2589,2978,1201,2183
8263,1926,1746,3519,3428,1399,2332
7142,1804,1541,2880,2918,1496,2546
6080,1449,1082,2248,2268,1206,2420
5256,1336,1058,1900,1891,1001,2617
4763,1286,881,1818,1779,922,2331
3296,915,628,1255,1126,711,1710
1087,394,242,547,548,361,843
403,124,97,236,171,73,190
11,7,3,10,3,0,0
0,0,0,0,4,0,2
523,894,356,706,903,513,624
1979,3052,1647,3151,3330,2096,2792
5872,3690,3330,6714,4013,2836,6750
3565,2058,1342,3881,2591,1265,3410
3096,1563,1004,2446,2023,986,1578
3872,1491,1028,2398,2007,963,1371
4294,1537,1019,2581,2159,1071,1538
4464,1446,1112,2871,2258,908,1450
4728,1322,1153,2519,2106,858,1295
4647,1405,1247,2519,2011,935,1534
5173,2026,1391,3313,2987,1403,1947
7223,2807,2342,5109,4288,1905,3524
10072,3598,3169,7114,4998,2649,6554
6994,2497,1921,4459,3207,1635,4842
4675,1598,1002,2606,2129,1044,2678
4577,1388,815,2585,1947,899,2318
3201,1013,616,1685,1297,663,1478
999,381,210,646,482,350,677
446,126,106,247,202,105,220
11,5,3,4,0,1,1
0,0,0,0,6,2,2
479,921,367,700,866,474,584
2072,3198,1659,3275,3302,1945,2835
5916,3874,3417,6993,4181,2805,6622
3668,2213,1415,4357,2829,1401,3729
3154,1677,1010,2689,2302,986,1519
3961,1510,1014,2426,2309,889,1392
4176,1475,1112,2788,2375,974,1592
4525,1412,1092,3041,2421,962,1536
4944,1377,1098,2586,2224,903,1300
4844,1431,1160,2633,2534,1000,1561
5556,2031,1457,3375,3206,1456,1901
7507,2820,2259,5358,4675,2013,3559
10736,3614,3322,7430,5282,2711,6521
7305,2625,1889,4708,3453,1634,4831
5188,1691,1120,2824,2295,1125,2773
5158,1407,938,2843,2201,1014,2397
3781,1092,635,1979,1435,721,1746
1129,429,236,639,446,328,699
716,237,154,337,244,158,287
22,18,6,6,7,5,0
2,2,0,0,8,0,2
495,962,345,698,874,442,621
1977,3544,1618,3234,3368,1935,2759
5608,3912,3319,6666,4143,2684,6322
3379,2189,1411,4071,2645,1312,3383
3082,1638,995,2576,2221,881,1449
3965,1801,874,2603,2211,957,1399
4369,2419,1089,2882,2403,1038,1616
4841,1980,1187,3038,2591,942,1667
4952,1543,1111,2717,2358,1068,1377
4959,1455,1160,2775,2344,1074,1550
5760,2135,1534,3503,3342,1336,2093
7974,2867,2395,5263,4622,1985,3727
11663,3745,3372,7232,5502,2558,6708
8403,2408,1966,4513,3727,1883,5064
5644,1696,1238,3051,2442,1229,3062
5555,1547,908,2693,2318,1064,2670
4700,1228,710,2136,1649,905,1993
1658,564,329,835,741,511,1001
483,196,134,282,231,123,286
27,15,6,1,2,1,0
0,0,0,2,5,0,0
357,419,173,408,441,255,325
518,714,315,663,695,573,503
827,923,452,1090,1046,471,755
1444,1244,647,1416,1599,690,998
2633,1286,843,1748,1902,839,1012
3915,1586,992,2016,2133,1002,1333
4054,1197,951,1739,1947,867,1126
4558,1310,1097,1921,2203,1007,1176
5305,1450,1413,1930,2279,947,1371
5715,1381,1462,2007,2279,1083,1372
5948,1366,1521,1921,2231,1029,1545
6842,1668,1505,2379,2754,1278,2142
6025,1516,1310,2301,2558,1226,2448
5372,1297,1092,1828,1942,1021,2388
4578,1143,994,1663,1811,785,2500
4278,1059,796,1700,1563,773,2174
3427,962,674,1256,1239,705,1760
1225,470,287,626,572,379,928
586,174,146,299,265,133,350
10,12,6,6,2,1,0
2,0,0,4,2,0,0
329,437,171,364,458,387,287
495,822,389,710,905,806,604
964,1101,538,1151,1467,613,789
1716,1556,718,1458,2157,765,1080
3196,1671,1106,1674,2591,972,1222
5231,1982,1343,2268,2880,1089,1677
4954,1575,1155,1947,2722,1090,1450
5885,1666,1599,2261,3025,1127,1522
6105,1737,1379,1943,2937,998,1512
5960,1604,1317,1848,2664,946,1482
6244,1521,1364,2021,2713,950,1647
7300,1940,1570,2639,3566,1280,2076
6519,1837,1447,2586,3093,1360,2378
5769,1483,1103,2110,2365,1126,2377
5037,1265,984,1825,1939,933,2307
5029,1241,832,1859,1786,898,2395
3884,1072,663,1393,1310,763,1931
1459,482,330,665,584,448,934
580,230,156,286,247,194,303
24,24,8,5,5,2,0
0,2,0,0,4,2,0
343,407,159,384,414,298,304
531,778,313,730,780,647,629
1066,1133,527,1322,1411,593,757
1928,1488,759,1669,2119,888,1097
3484,1594,1179,1900,2476,1033,1213
5619,2003,1373,2468,2801,1229,1621
5372,1714,1334,2433,2873,1206,1531
6197,1727,1594,2560,3159,1229,1599
6938,1826,1719,2494,2906,1201,1789
7478,1595,1697,2419,2818,1184,1810
8103,1771,1922,2626,3162,1354,2080
8358,2104,1763,2998,3605,1377,2441
7212,1769,1542,2847,2989,1328,2944
6527,1555,1318,2207,2476,1177,2972
5292,1237,1038,1843,2004,950,2439
4919,1160,840,1839,1835,931,2297
3933,971,752,1368,1303,806,1879
1577,505,335,695,607,473,909
335,121,131,229,163,127,238
2,5,4,4,1,0,0
0,0,0,0,10,2,0
357,367,154,325,398,273,287
507,752,298,670,790,605,496
946,980,457,1086,1142,547,702
1751,1307,633,1730,1858,757,915
2945,1366,896,1830,2291,876,1033
4801,1788,1156,2104,2491,1001,1460
4501,1597,1114,2203,2415,1040,1387
5273,1600,1347,2386,2626,1136,1453
6022,1653,1586,2371,2425,1169,1490
6185,1637,1547,2169,2539,1147,1521
6610,1791,1457,2251,2778,1109,1805
7021,1999,1626,2973,2948,1290,2153
5996,1846,1312,2585,2488,1261,2397
5145,1744,1143,2023,2286,1168,2225
4517,1245,998,1912,1931,1038,2213
4124,1094,721,1676,1527,900,1906
2944,765,610,1059,1077,729,1478
882,361,253,543,478,349,698
351,119,99,217,163,92,193
22,8,2,6,4,1,0
4,0,0,2,7,2,0
467,922,331,712,909,485,589
1965,3059,1617,3083,3310,1894,2809
5840,3671,3256,6780,3929,2854,6694
3417,1903,1383,3815,2510,1303,3437
3099,1485,940,2376,1988,946,1582
3508,1361,914,2348,1918,859,1313
4113,1322,982,2594,2080,925,1556
4243,1296,1109,2812,2164,891,1339
4380,1276,1068,2546,2045,898,1303
4486,1311,1056,2539,2077,939,1402
5120,2025,1396,3229,2928,1330,1729
6726,2611,2159,5162,4305,1986,3388
9596,3655,3134,6972,4664,2482,6302
6927,2371,1847,4396,3153,1604,4819
4800,1537,1092,2791,2053,1041,2638
4216,1287,767,2375,1853,875,2083
3138,989,519,1658,1300,628,1453
999,373,234,587,421,326,654
412,107,118,239,210,94,195
13,12,1,5,7,3,0
0,2,0,6,8,0,0
475,901,335,690,870,460,568
2046,3117,1671,3186,3352,1796,2818
5910,3739,3362,7088,4370,2895,6872
3601,2130,1542,4195,2747,1352,3495
3193,1597,992,2480,2118,909,1498
3814,1491,887,2458,2174,992,1342
4179,1393,1062,2576,2313,1002,1623
4453,1404,1254,2988,2348,986,1491
4519,1246,1075,2648,2324,884,1364
4695,1400,1107,2733,2538,1059,1646
5245,2217,1533,3401,3323,1333,2108
7213,2650,2333,5280,4645,1888,3683
10198,3530,3159,7271,4844,2644,6582
7123,2455,1988,4588,3438,1598,5065
5041,1555,1101,2823,2082,1069,2765
5082,1300,923,2676,1999,974,2437
3539,990,595,1820,1386,697,1689
1045,399,280,638,500,284,728
423,176,124,275,200,111,232
17,12,7,4,3,2,0
0,0,0,0,8,2,0
526,921,337,697,821,436,580
2124,3253,1607,3251,3374,1873,2883
5989,3726,3477,7164,4074,2845,6849
3540,2044,1483,4292,2634,1385,3537
3108,1561,1049,2476,2007,1036,1589
4021,1510,993,2521,2115,1061,1419
4226,1401,1196,2899,2347,1184,1614
4764,1424,1289,2968,2406,1084,1597
4858,1407,1203,2644,2245,1010,1409
5081,1443,1218,2626,2155,1094,1521
5666,2171,1607,3555,3245,1288,2028
7794,2644,2404,5341,4590,1918,3660
10839,3680,3253,7395,4979,2531,6494
7752,2419,1962,4797,3478,1756,5087
5301,1751,1125,2933,2215,1159,2818
5400,1445,1044,2791,2052,1066,2523
3863,1120,687,1987,1503,789,1835
1235,441,288,685,512,340,813
498,139,168,312,188,115,229
22,15,7,5,0,4,0
4,0,0,0,7,0,0
525,888,328,691,876,447,614
2049,3217,1623,3265,3341,1877,2762
5950,3863,3577,7091,4361,2858,6897
3599,2122,1548,4346,2679,1592,3444
3309,1588,1183,2738,2134,1044,1559
4112,1584,1134,2589,2202,1107,1413
4319,1306,1141,2690,2143,1129,1636
4714,1393,1323,3052,2392,1142,1518
4919,1423,1247,2682,2346,921,1395
4706,1465,1530,2733,2704,1164,1594
5757,2146,1567,3444,3274,1261,2020
8018,2710,2487,5466,4551,2037,3890
11326,3634,3328,7289,5180,2646,6806
7841,2647,2020,4611,3550,1680,4951
5334,1552,1181,2921,2304,1150,2896
5627,1448,943,2728,2063,961,2613
3907,1025,665,1947,1403,772,1781
1304,475,272,725,543,362,782
886,291,240,427,333,203,292
34,27,6,5,5,0,1
2,0,0,0,8,0,0
515,829,365,681,824,486,607
2006,3086,1684,3151,3340,1948,2772
5864,3827,3482,6825,4082,2796,6843
3701,2299,1464,4300,2757,1596,3512
4091,2042,1231,2949,2869,1296,1650
4961,1934,1151,2808,3070,1386,1617
5404,1764,1269,3245,2920,1175,1870
6050,1722,1470,3532,3048,1220,1890
5828,1642,1437,2886,2441,1019,1629
5135,1453,1149,2560,1976,923,1647
6430,1783,1631,3612,2790,1209,2091
8883,2645,2581,5572,4240,1923,3916
12649,3212,3425,7425,5261,2852,6844
9513,2581,2206,5016,3737,1908,5573
6433,1731,1301,3196,2418,1373,3271
6299,1603,1171,3004,2286,1259,2811
5488,1256,918,2299,1777,1026,2332
2223,657,380,1012,724,556,1084
742,234,203,402,273,214,480
27,14,5,7,4,4,2
0,1,0,0,4,2,0
375,547,197,427,516,376,363
725,954,409,1047,1008,779,815
1608,1502,819,2253,1929,794,1189
2438,1712,939,2512,2335,1107,1410
3936,1790,1224,2512,2645,1279,1517
6153,2062,1468,3006,2960,1416,1889
6484,1899,1617,3475,3193,1507,1903
7106,1873,1829,3573,3380,1523,2002
7556,1756,1958,3248,3173,1397,1882
8366,1628,1831,3210,2974,1358,2142
8853,1760,2166,3274,3268,1422,2333
10232,2154,2292,4066,3744,1820,3143
9213,1931,2083,3750,3652,1691,3489
7269,1437,1523,2693,2498,1356,2952
5979,1344,1188,2114,1957,1137,2761
5738,1312,1099,2269,2078,993,2536
4617,1035,932,1763,1446,863,2169
1765,519,446,745,658,511,1248
369,119,121,203,158,108,231
9,7,5,2,4,2,1
2,2,0,0,5,0,4
322,421,145,399,428,284,288
570,744,379,857,854,670,621
1138,1263,584,2203,1530,690,958
2069,1367,795,1977,2197,938,1212
3417,1516,1026,2000,2238,1009,1277
5294,1795,1228,2439,2656,1119,1650
5566,1620,1331,2832,2609,1219,1636
6500,1568,1729,3920,3003,1276,1785
6505,1487,1588,2640,2826,1142,1675
6834,1191,1627,2431,2727,1057,1770
7203,1398,1546,2470,2672,1026,1927
8036,1742,1647,3248,3032,1411,2354
6906,1573,1637,3336,2706,1433,2562
5714,1320,1333,2245,2204,1217,2579
5104,1255,1166,2065,1891,1097,2379
4805,1056,975,1803,1711,959,2316
3138,764,641,1216,948,759,1630
1093,405,312,591,461,328,853
429,129,104,207,178,118,237
25,7,1,4,2,0,0
2,0,0,0,8,0,0
516,648,335,680,691,437,564
1875,2080,1660,2959,2593,1508,2760
6091,3736,3607,7605,4100,2938,7056
3816,2097,1616,4161,2735,1465,3718
3301,1455,1116,2541,2171,941,1647
3969,1491,1084,2507,2218,961,1448
4587,1444,1174,2981,2381,1041,1765
4858,1450,1275,3167,2472,950,1722
5039,1285,1214,2731,2376,906,1519
5063,1385,1271,2579,2262,882,1537
5521,1703,1529,3209,2662,1091,1995
7294,2334,2409,5225,3827,1819,3523
10454,3459,3566,7104,5023,2549,6759
7706,2438,2075,4598,3446,1692,5245
5099,1545,1137,2806,1991,1082,2819
4835,1241,1000,2529,1812,911,2311
3353,1017,628,1685,1334,685,1615
1090,396,251,602,455,316,727
449,125,131,236,170,114,220
27,5,5,3,8,3,1
2,0,0,2,5,4,0
461,656,377,649,738,400,566
1923,2162,1715,3055,2542,1412,2768
6236,3839,3736,7789,4238,3019,7095
3923,2253,1665,4472,2988,1553,3737
3462,1698,1117,2717,2469,1015,1634
4169,1579,1117,2529,2398,998,1348
4621,1601,1204,2932,2555,983,1728
4902,1598,1237,3292,2898,1092,1611
5063,1304,1185,2752,2414,914,1470
5004,1366,1280,2675,2393,892,1561
5624,1708,1422,3339,2965,1240,1901
7859,2557,2576,5472,4329,1761,3650
10985,3395,3663,7522,5114,2641,6808
7879,2577,2173,4909,3538,1718,5590
5498,1642,1188,2943,2246,1079,3051
5299,1389,1006,2741,2018,993,2572
3667,1041,637,1876,1482,676,2029
1156,406,260,673,487,319,815
471,143,229,281,173,124,261
17,9,10,4,1,7,0
2,6,0,0,5,0,2
484,693,363,685,738,408,580
1925,2132,1706,3003,2682,1472,2751
6070,3758,3720,7622,4226,2939,7215
3786,2203,1654,4520,2971,1478,3723
3426,1664,1200,2539,2370,1002,1628
4316,1614,1102,2570,2323,854,1463
4809,1520,1252,2902,2620,1010,1767
5243,1490,1392,3198,2607,1044,1705
5163,1346,1282,2632,2363,890,1402
5341,1273,1367,2701,2355,1089,1679
5977,1589,1900,3401,3019,1261,2005
8351,2516,3234,5394,4199,1974,3774
11654,3502,5064,7526,4989,3085,7053
8522,2527,4437,4950,3653,2194,5369
5673,1664,2150,3074,2308,1259,3153
5699,1337,3992,2930,2080,1863,2710
4096,1111,1483,1985,1520,1080,2027
1310,453,514,754,564,421,844
496,197,160,236,202,112,257
18,13,4,9,3,3,0
2,0,0,2,7,0,0
535,636,413,662,718,462,596
1878,2182,1635,2951,2669,1442,2684
6023,3861,3823,7558,4149,2942,7340
3914,2150,1656,4356,2947,1523,3698
3505,1478,1100,2596,2422,953,1597
4240,1576,1141,2547,2443,965,1602
4694,1458,1139,2950,2445,1029,1804
4996,1523,1260,3176,2635,1017,1677
5106,1401,1310,2743,2416,1011,1515
5215,1257,1283,2687,2328,918,1648
5992,1635,1541,3375,3030,1170,2039
8069,2517,2569,5540,4359,1720,3725
11528,3482,3654,7491,5180,2650,7228
8251,2390,2173,4841,3710,1811,5354
5480,1622,1305,3043,2374,1133,2948
5730,1398,1057,2852,2134,1053,2703
4037,1121,712,2051,1488,769,1934
1330,438,303,724,515,368,938
855,226,236,434,344,217,394
41,21,6,6,15,6,4
2,0,0,0,7,2,0
536,669,351,619,705,388,579
1855,2083,1660,2848,2493,1406,2701
6101,3671,3534,7177,4106,2936,7126
3865,2072,1741,4332,2794,1407,3634
3753,1598,1246,2643,2385,1026,1610
4612,1568,1170,2695,2311,1023,1475
5074,1514,1292,3143,2615,1067,1770
5439,1534,1456,3230,2773,1080,1775
5688,1383,1277,2746,2494,955,1636
5801,1363,1361,2875,2413,955,1715
6490,1699,1685,3496,2882,1162,2166
9132,2619,2695,5394,4439,1804,4093
13564,3604,3705,7644,5409,2749,7411
9579,2542,2260,4996,3956,2032,5720
6664,1729,1482,2986,2581,1282,3364
6614,1646,1274,3050,2452,1189,3129
5707,1384,1017,2594,1883,995,2381
2141,667,449,932,680,535,1173
738,278,238,348,310,204,424
39,25,9,5,5,3,1
0,6,0,0,6,0,0
386,525,177,481,526,346,353
707,912,402,1048,972,769,880
1490,1509,758,2184,2034,900,1216
2479,1591,895,2612,2514,1084,1414
3869,1755,1220,2541,2785,1181,1414
6214,1993,1700,2913,3245,1308,1850
6175,1748,1557,3460,3202,1397,1907
7056,1841,2051,3474,3454,1444,1933
7499,1716,2066,2985,3171,1298,1825
